the_geom,cartodb_id,fountain_ty,collection,system,featuresta,parentid,gispropnum,objectid,department,painted,gisobjid,signname,position,fountain_co,borough,descriptio,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000008E13AA9A57C52C0098ACD5DB7514440,107,C,2018-02-03 00:00:00+00,B250-DF0630,Active,B250,B250,1376,B-17,no,100038777,Nostrand Playground,"Out in Open, In Playground",1,B,"C, Out in Open, In Playground",81,3101,230.79612906
0101000020E61000009E60B0AF9C7A52C07B6EE1A0A06C4440,108,D,2018-02-15 00:00:00+00,X265-DF0375,Active,X265,X265,1911,X-05,no,100039383,Galileo Playground,"Under Tree, In Playground",1,X,"D, Under Tree, In Playground",82,3014,100.22255449
0101000020E6100000A1376592BA7C52C03A0C9914EB544440,109,A,2018-01-22 00:00:00+00,B284-DF0314,Active,B284,B284,391,B-09,yes,100037773,Marc And Jason's Playground,"Near Ballfield, Out in Open",1,B,"A, Near Ballfield, Out in Open",83,2816,348.24058668
0101000020E6100000A9BBAA51637752C0EB3B719BB45D4440,110,E Wheelchair,2018-06-11 00:00:00+00,Q401-DF0828,Active,Q401,Q401,3048,Q-06,yes,100040484,Lost Battalion Hall Recreation Center,Under Tree,1,Q,"E Wheelchair, Under Tree",84,891,464.13978991
0101000020E6100000189700CCFF7E52C0230F7F93BB4F4440,111,C,2018-02-12 00:00:00+00,B042-DF0677,Active,B042,B042,1680,B-12,no,100039034,Gravesend Park,"Out in Open, Near Ballfield",1,B,"C, Out in Open, Near Ballfield",85,1338,662.27156313
0101000020E61000003D72E428D27752C0A8831ADF9E604440,112,D,2018-02-19 00:00:00+00,Q122-DF0598,Active,Q122,Q122,2011,Q-03,no,100039422,Junction Playground,"Just Outside Playground, Out in Open",1,Q,"D, Just Outside Playground, Out in Open",86,3074,429.78608349
0101000020E610000091A0B4593B7B52C02822504263554440,113,D,2018-01-26 00:00:00+00,B054-DF0498,Active,B054,B054,736,B-08,yes,100038153,Lincoln Terrace / Arthur S. Somers Park,Out in Open,1,B,"D, Out in Open",87,201,407.19930173
0101000020E61000009E613B88BE7852C0783A542B485F4440,114,A,2018-02-18 00:00:00+00,Q098-DF0576,Active,Q098,Q098,1988,Q-04,,100039388,Frank D. O'Connor Playground,"In Playground, Just Outside Playground",1,Q,"A, In Playground, Just Outside Playground",88,2776,769.8953738
0101000020E61000004D01FE71447E52C0944EBA9F1B574440,115,A,2018-01-25 00:00:00+00,B232-DF0449,Active,B232,B232,623,B-08,yes,100038032,Dean Playground,Out in Open,1,B,"A, Out in Open",89,439,303.33817672
0101000020E61000000052A6BB1E7C52C0C0174565CE594440,116,Other,2018-01-26 00:00:00+00,B310-DF0464,Active,B310,B310,690,B-01,,100038051,Bushwick Playground,"Under Tree, In Shade, Just Outside Playground",1,B,"Other, Under Tree, In Shade, Just Outside Playground",90,1538,321.3444512
0101000020E61000002B6D3F341A7A52C00199AB1F59704440,117,A,2018-02-28 00:00:00+00,X202-DF0405,Active,X202,X202,2264,X-08,yes,100039677,Marble Hill Playground,Out in Open,1,X,"A, Out in Open",91,1355,272.78147036
0101000020E61000002CE393A0C97752C0E8BDBFF6D05D4440,118,D,2018-02-28 00:00:00+00,Q360N-DF0672,Active,Q360N,Q360N,2270,Q-04,,100039600,Hoffman Park,"Under Tree, Out in Open, Near Ballfield",1,Q,"D, Under Tree, Out in Open, Near Ballfield",92,1514,101.25698122
0101000020E61000001E4D06C51A7D52C0477C037208544440,119,CS Concrete,2018-01-22 00:00:00+00,B267-DF0311,Active,B267,B267,385,B-09,yes,100037772,Parkside Playground,Just Outside Playground,1,B,"CS Concrete, Just Outside Playground",93,2865,486.88076976
0101000020E61000006963BA6C3B7952C0BB4D46BD8E694440,120,C,2018-02-12 00:00:00+00,X190-DF0341,Active,X190,X190,1693,X-02,yes,100039033,Tiffany Playground,In Playground,1,X,"C, In Playground",94,2388,248.90684576
0101000020E6100000394F1E76337E52C0E7B87FBBF6644440,121,E Wheelchair,2018-03-26 00:00:00+00,M264-DF0336,Active,M264,M264,2529,M-07,yes,100039968,Playground Eighty Nine LXXXIX,"Under Tree, In Playground",1,M,"E Wheelchair, Under Tree, In Playground",95,2791,275.90436568
0101000020E610000048385DC6B38052C025F3EB84214D4440,122,A,2018-02-01 00:00:00+00,B164-DF0627,Active,B164,B164,1207,B-11,yes,100038670,Bath Beach Park,Under Tree,1,B,"A, Under Tree",96,273,371.62989773
0101000020E6100000EF4FF7D1AF7752C0C10B0B505C6D4440,123,A,2018-02-03 00:00:00+00,X002-DF0241,Active,X002,X002,1327,X-06,no,100038740,Bronx Park,In Playground,1,X,"A, In Playground",97,3089,371.92615705
0101000020E6100000324456423D7F52C01E557147A9574440,124,C,2018-01-19 00:00:00+00,B230-DF0247,Active,B230,B230,283,B-06,yes,100037621,Nicholas Naquan Heyward Jr. Park,In Playground,1,B,"C, In Playground",98,822,522.66645954
0101000020E6100000D83E5CE69F7652C059089B4088584440,125,A,2018-02-25 00:00:00+00,Q053-DF0629,Active,Q053,Q053,2141,Q-09,no,100039538,Equity Park,In Playground,1,Q,"A, In Playground",99,1224,226.63759318
0101000020E610000073A12DC5007B52C0B78E10A14D624440,126,E Wheelchair,2018-01-25 00:00:00+00,Q436-DF0045,Active,Q436,Q436,613,Q-01,no,100038010,Athens Square,In Playground,1,Q,"E Wheelchair, In Playground",100,1819,302.25415375
0101000020E6100000D5874C3FDC7952C0C38B011490734440,127,A,1899-11-30 00:00:00+00,X152-DF0474,Active,X152,X152,3086,X-08,,100040404,Vinmont Veteran Park,,1,X,A,101,46,395.38258607
0101000020E610000002748273968852C0D7748096B24F4440,128,A,2018-02-13 00:00:00+00,R078-DF0125,Active,R078,R078,1790,R-01,yes,100039098,Northerleigh Park,Near Ballfield,1,R,"A, Near Ballfield",102,2246,318.90602414
0101000020E6100000207B9601A87F52C08993856937524440,129,C,2018-01-27 00:00:00+00,B162-DF0512,Active,B162,B162,792,B-12,no,100038098,Brizzi Playground,"In Playground, Out in Open",1,B,"C, In Playground, Out in Open",103,566,698.01693901
0101000020E61000009928860B467E52C052D48DEB5C5F4440,130,D,2018-02-14 00:00:00+00,M076-DF0014,Active,M076,M076,1809,M-06,no,100039216,St. Vartan Park,In Playground,1,M,"D, In Playground",104,1320,330.87445277
0101000020E6100000CC4003E3E17C52C00D3E769A1B684440,131,A,2018-04-23 00:00:00+00,M077-DF0487,Active,M077,M077,2684,M-09,yes,100040032,St. Nicholas Park,"Just Outside Playground, Near Ballfield",1,M,"A, Just Outside Playground, Near Ballfield",105,481,185.19417634
0101000020E61000005DDE5844C37C52C06550937CF2594440,132,A,2018-02-20 00:00:00+00,B358-DF0773,Active,B358,B358,2032,B-01,no,100039397,De Hostos Playground,"Out in Open, In Playground",1,B,"A, Out in Open, In Playground",106,1121,38.07251081
0101000020E610000008DC1CAD017E52C079187227CC654440,133,A,2018-04-17 00:00:00+00,M229-DF0469,Active,M229,M229,2662,M-07,no,100040017,Happy Warrior Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",107,1342,114.91221103
0101000020E6100000DB12D7DF987752C0C4664381DD6E4440,134,C,2018-01-27 00:00:00+00,X087-DF0122,Active,X087,X087,740,X-11,yes,100038180,Zimmerman Playground,Under Tree,1,X,"C, Under Tree",108,2898,138.61543687
0101000020E6100000CB435145E27C52C08DA879EC5F694440,135,D,2018-04-23 00:00:00+00,M041-DF0496,Active,M041,M041,2693,M-09,no,100040030,Alexander Hamilton Playground,"Under Tree, In Playground",1,M,"D, Under Tree, In Playground",109,929,347.84003621
0101000020E610000093AEB911F47E52C09AA24065D05D4440,136,E Wheelchair Dog,2018-02-22 00:00:00+00,M086-DF0038,Active,M086,M086,1849,M-06,yes,100039241,Stuyvesant Square,Under Tree,1,M,"E Wheelchair Dog, Under Tree",110,1194,179.55461174
0101000020E6100000DD9CD886697C52C0892FDEF608654440,137,Other,2018-05-01 00:00:00+00,M214-DF0518,Active,M214,M214,2742,M-11,yes,100040162,Blake Hobbs Playground,"In Shade, In Playground",1,M,"Other, In Shade, In Playground",111,1319,257.85690137
0101000020E61000007961317FFF7D52C0902BA2FC14654440,138,D,2018-03-26 00:00:00+00,M244-DF0338,Active,M244,M244,2531,M-07,yes,100039971,Sol Bloom Playground,"Under Tree, In Shade, Near Ballfield, In Playground",1,M,"D, Under Tree, In Shade, Near Ballfield, In Playground",112,1603,283.77053386
0101000020E6100000FDE1B6F5127E52C0E0DCB33B11534440,139,E Wheelchair,2018-01-28 00:00:00+00,B068-DF0513,Active,B068,B068,821,B-14,no,100038196,Parade Ground,Out in Open,1,B,"E Wheelchair, Out in Open",113,912,540.77548728
0101000020E6100000098053A0637652C0181CD2EADD684440,140,C,2018-01-27 00:00:00+00,X203-DF0141,Active,X203,X203,766,X-09,no,100038112,Randall Playground,"In Shade, In Playground",1,X,"C, In Shade, In Playground",114,2761,170.2601959
0101000020E610000065D42C542B7752C01483FF4CD25F4440,141,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",115,164,113.29586833
0101000020E610000055B52D16EB7C52C03D57FDB4FC584440,142,C,2018-01-25 00:00:00+00,B217-DF0436,Active,B217,B217,608,B-03,yes,100038058,Marcy Playground,"In Playground, Near Ballfield",1,B,"C, In Playground, Near Ballfield",116,2636,201.39450323
0101000020E61000007A9E6009087B52C02B78F071DE5E4440,143,F High Low,2018-01-26 00:00:00+00,Q044-DF0083,Active,Q044,Q044,672,Q-02,yes,100038090,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",2,Q,"F High Low, Under Tree, Just Outside Playground",117,667,398.33582069
0101000020E6100000D5FFD6BB0E7452C0ACB2146864694440,144,A,2018-01-20 00:00:00+00,X191A-DF0034,Active,X191A,X191A,315,X-10,yes,100037762,Bicentennial Veterans Memorial Park,"Near Ballfield, Out in Open",1,X,"A, Near Ballfield, Out in Open",118,79,899.93687322
0101000020E61000001B48B806BC7952C0FDC9272EBB6C4440,145,CS Metal,2018-02-19 00:00:00+00,X017-DF0326,Active,X017,X017,1649,X-05,no,100039078,Richman (Echo) Park,"In Playground, Under Tree",1,X,"CS Metal, In Playground, Under Tree",119,1443,182.49875702
0101000020E6100000740EA0A95E8B52C078839EBA54454440,146,A,2018-02-15 00:00:00+00,R080-DF0133,Active,R080,R080,1853,R-03,yes,100039229,Annadale Green,Out in Open,1,R,"A, Out in Open",120,2155,1392.63627026
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,147,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",121,458,189.61875156
0101000020E61000000F74E2694B7A52C06BF0CB52045B4440,148,C,2018-02-06 00:00:00+00,Q002-DF0513,Active,Q002,Q002,1455,Q-05,no,100038806,Grover Cleveland Playground,In Playground,1,Q,"C, In Playground",122,2018,459.41951117
0101000020E610000084110641B87B52C0CDC06927F6604440,149,A,2018-01-25 00:00:00+00,Q218-DF0063,Active,Q218,Q218,652,Q-01,no,100038050,Dutch Kills Playground,"Under Tree, Out in Open",1,Q,"A, Under Tree, Out in Open",123,733,243.73832
0101000020E610000044314206F47C52C01E6C790C18554440,150,D,2018-01-25 00:00:00+00,B121-DF0078,Active,B121,B121,88,B-09,no,100037492,Dodger Playground,In Playground,1,B,"D, In Playground",124,529,119.40676777
0101000020E6100000A48AFD51247F52C0F6BC689CC34D4440,151,F High Low,2018-02-10 00:00:00+00,B100-DF0647,Active,B100,B100,1589,B-11,no,100038957,Seth Low Playground/ Bealin Square,Out in Open,2,B,"F High Low, Out in Open",125,1,258.30805795
0101000020E61000004D950ED1437152C05ED0F1BDE0574440,152,A,2018-05-11 00:00:00+00,Q448-DF0779,Active,Q448,Q448,2816,Q-12,no,100040258,Roy Wilkins Recreation Center,Under Tree,1,Q,"A, Under Tree",126,738,671.72015914
0101000020E61000006F4A508A3D8152C0342242875A514440,153,D,2018-02-22 00:00:00+00,B052-DF0783,Active,B052,B052,2078,B-10,no,100039485,Leif Ericson Park,In Playground,1,B,"D, In Playground",127,1317,444.819592
0101000020E61000000C0CBB76FC7952C054D6A60159694440,154,D,2018-02-10 00:00:00+00,X185-DF0285,Active,X185,X185,1597,X-03,no,100038934,Dunbar Playground,"Out in Open, Near Ballfield",1,X,"D, Out in Open, Near Ballfield",128,1070,251.53184745
0101000020E6100000850B51C6A77F52C06D2F8677AA5B4440,155,E Wheelchair,2018-02-28 00:00:00+00,M105-DF0215,Active,M105,M105,2299,M-03,yes,100039619,Sara D. Roosevelt Park,"Under Tree, Near Ballfield",1,M,"E Wheelchair, Under Tree, Near Ballfield",129,1579,154.76203352
0101000020E61000002D3A0CA3EF7852C0B0AA3E6577604440,156,A,2018-02-06 00:00:00+00,Q303-DF0583,Active,Q303,Q303,1995,Q-03,no,100039314,Travers Park,"Under Tree, Near Ballfield",1,Q,"A, Under Tree, Near Ballfield",130,1261,512.87547244
0101000020E6100000B02AFA3AA87D52C0505F2709E7534440,157,E Wheelchair Child,1899-11-30 00:00:00+00,B073-DF0937,Active,B073,B073,3013,B-19,,100040483,Prospect Park,,2,B,E Wheelchair Child,131,2752,202.87050057
0101000020E61000005A635F5D607052C0ED52699FD2574440,313,D,2018-01-30 00:00:00+00,Q330-DF0137,Active,Q330,Q330,919,Q-12,no,100038313,Locust Manor Playground,Under Tree,1,Q,"D, Under Tree",289,64,772.7483399
0101000020E6100000050D1CC0D77B52C0E6D52C949E614440,158,A,2018-01-25 00:00:00+00,Q333-DF0067,Active,Q333,Q333,656,Q-01,,100038092,Ravenswood Playground,"Near Ballfield, Under Tree",1,Q,"A, Near Ballfield, Under Tree",132,1678,385.97776741
0101000020E610000014496ED7587F52C09CB5CF24765B4440,159,E Wheelchair,2018-02-28 00:00:00+00,M082-DF0214,Active,M082,M082,2289,M-03,yes,100039595,Seward Park,"Under Tree, In Playground",1,M,"E Wheelchair, Under Tree, In Playground",133,499,191.97822876
0101000020E610000065109702657D52C0C01C555533554440,160,E Wheelchair,2018-01-22 00:00:00+00,B357-DF0316,Active,B357,B357,393,B-09,yes,100037747,Jackie Robinson Playground,"Under Tree, Out in Open, In Shade, In Playground",1,B,"E Wheelchair, Under Tree, Out in Open, In Shade, In Playground",134,2115,271.27602191
0101000020E6100000602031303B7E52C075C6C964C9574440,161,E Wheelchair,2018-02-12 00:00:00+00,B026-DF0717,Active,B026,B026,1731,B-02,yes,100039115,Cuyler Gore Park,"In Playground, Under Tree",1,B,"E Wheelchair, In Playground, Under Tree",135,3108,252.31711916
0101000020E61000009E7359215D7A52C04F7F7AA895554440,162,C,2018-01-14 00:00:00+00,B362-DF0094,Active,B362,B362,104,B-16,yes,100037511,Chester Playground,Out in Open,1,B,"C, Out in Open",136,2298,94.78704369
0101000020E61000008269E1B1607D52C0F62484743F574440,163,E Wheelchair,2018-02-12 00:00:00+00,B102-DF0707,Active,B102,B102,1721,B-02,yes,100039093,Crispus Attucks Playground,"Under Tree, Just Outside Playground",1,B,"E Wheelchair, Under Tree, Just Outside Playground",137,1922,259.05337505
0101000020E6100000DDA22E5B377952C025496D9F5A6E4440,164,E Wheelchair,2018-01-22 00:00:00+00,X005-DF0058,Active,X005,X005,386,X-07,yes,100037769,Bryan Park,Out in Open,1,X,"E Wheelchair, Out in Open",138,931,62.16831215
0101000020E6100000AB9E52FDF07952C0A96DC9A821684440,165,D,2018-02-05 00:00:00+00,X233-DF0267,Active,X233,X233,1440,X-01,yes,100038882,Fountain Of Youth Playground,"Under Tree, In Playground",1,X,"D, Under Tree, In Playground",139,140,300.53076806
0101000020E61000001090D880047F52C03BA73C930C574440,166,D,2018-01-19 00:00:00+00,B145-DF0250,Active,B145,B145,286,B-06,no,100037669,Thomas Greene Playground,Just Outside Playground,1,B,"D, Just Outside Playground",140,984,355.66189626
0101000020E6100000AFEB2C362A7C52C00E3B8D5E886B4440,167,E Wheelchair,2018-02-15 00:00:00+00,M054-DF0062,Active,M054,M054,1909,M-12A,no,100039348,Mitchel Square,Out in Open,1,M,"E Wheelchair, Out in Open",141,1282,65.77534365
0101000020E6100000FBC5CB02D87A52C025EDDEBE85514440,168,F High Low,2018-01-29 00:00:00+00,B236-DF0516,Active,B236,B236,836,B-18,yes,100038221,Glenwood Playground,"Out in Open, Just Outside Playground",2,B,"F High Low, Out in Open, Just Outside Playground",142,148,83.44864132
0101000020E61000004D277B82E47B52C01FBEC6B8AA584440,169,Bottle Filler High Low,2018-01-15 00:00:00+00,B359-DF0115,Active,B359,B359,125,B-03,no,100037582,Eleanor Roosevelt Playground,In Playground,2,B,"Bottle Filler High Low, In Playground",143,256,477.26274731
0101000020E6100000356E10B95C7D52C0E458887DFC614440,170,E Wheelchair Child,2018-03-03 00:00:00+00,M079-DF0268,Active,M079,M079,2403,M-08,no,100039810,St. Catherine's Park,Under Tree,2,M,"E Wheelchair Child, Under Tree",144,2679,584.43039034
0101000020E61000004FB3C203B37352C08372C3D46F574440,171,C,2018-02-07 00:00:00+00,Q119-DF0537,Active,Q119,Q119,1515,Q-10,no,100038908,Frederick B. Judge Playground,Just Outside Playground,1,Q,"C, Just Outside Playground",146,2154,458.85287998
0101000020E6100000D12402D4857C52C0710363755A654440,172,F,2018-05-01 00:00:00+00,M148-DF0515,Active,M148,M148,2739,M-11,yes,100040136,White Park,"In Playground, Near Ballfield",1,M,"F, In Playground, Near Ballfield",147,696,219.31783321
0101000020E610000077F7BEF2686D52C0C31A8A8A5E5F4440,173,A,2018-02-05 00:00:00+00,Q318-DF0499,Active,Q318,Q318,1419,Q-13,no,100038810,Playground Eighty LXXX,In Playground,1,Q,"A, In Playground",149,552,944.59452753
0101000020E61000006E7E750D087C52C0EDECB119B9664440,174,E Wheelchair Child,2018-05-01 00:00:00+00,M285-DF0506,Active,M285,M285,2729,M-11,yes,100040109,Dr. Ronald E. McNair Playground,In Playground,2,M,"E Wheelchair Child, In Playground",150,2402,97.96201956
0101000020E61000000D6B27DADD7D52C081C2543675674440,175,E Wheelchair,2018-02-17 00:00:00+00,M071-DF0083,Active,M071,M071,1956,M-14,no,100039299,Riverside Park,"Under Tree, Out in Open",1,M,"E Wheelchair, Under Tree, Out in Open",151,2271,262.10061214
0101000020E6100000BE1C34B0548652C0FB69E221A4494440,176,A,2018-02-07 00:00:00+00,R038-DF0061,Active,R038,R038,1521,R-02B,yes,100038951,Midland Playground,"Near Ballfield, In Playground",1,R,"A, Near Ballfield, In Playground",152,2299,870.31220194
0101000020E6100000DB8DF421217652C0B72A27FA5E6B4440,177,D,2018-01-20 00:00:00+00,X170-DF0031,Active,X170,X170,310,X-10,no,100037714,The Pearly Gates,"In Playground, Under Tree",1,X,"D, In Playground, Under Tree",153,2164,530.15063354
0101000020E61000007A9E6009087B52C02B78F071DE5E4440,178,F High Low,2018-01-26 00:00:00+00,Q044-DF0083,Active,Q044,Q044,672,Q-02,yes,100038090,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",2,Q,"F High Low, Under Tree, Just Outside Playground",154,667,389.92546073
0101000020E6100000C5954BF4EB7652C06E2FCC37666E4440,179,A,2018-02-03 00:00:00+00,X157-DF0251,Active,X157,X157,1347,X-11,no,100038706,Mazzei Playground,Under Tree,1,X,"A, Under Tree",155,2781,223.08319766
0101000020E6100000394F1E76337E52C0E7B87FBBF6644440,180,E Wheelchair,2018-03-26 00:00:00+00,M264-DF0336,Active,M264,M264,2529,M-07,yes,100039968,Playground Eighty Nine LXXXIX,"Under Tree, In Playground",1,M,"E Wheelchair, Under Tree, In Playground",156,2791,410.22675071
0101000020E6100000B45B8DEB2F7552C00713A646436B4440,181,CS Metal,2018-01-30 00:00:00+00,X121-DF0201,Active,X121,X121,910,X-10,no,100038298,Bufano Park,"In Playground, Out in Open",1,X,"CS Metal, In Playground, Out in Open",157,1076,563.12353474
0101000020E610000033FA4D70077752C0F8EB4F4538694440,182,D,2018-01-27 00:00:00+00,X221-DF0145,Active,X221,X221,772,X-09,yes,100038191,Space Time Playground,In Playground,1,X,"D, In Playground",158,505,236.15703939
0101000020E6100000F48AF9403D7052C02BF02C03DC534440,183,C,2018-05-07 00:00:00+00,Q392-DF0770,Active,Q392,Q392,2770,Q-13,no,100040103,Idlewild Park,"Out in Open, Near Ballfield",1,Q,"C, Out in Open, Near Ballfield",159,449,117.15893057
0101000020E610000038DA4808007A52C08E9F06C3FB534440,184,A,2018-01-15 00:00:00+00,B343-DF0120,Active,B343,B343,130,B-16,yes,100037560,Osborn Playground,"Under Tree, In Shade, In Playground",1,B,"A, Under Tree, In Shade, In Playground",160,2426,316.37051266
0101000020E6100000477EF5262F8552C0BC8BB2B92B4C4440,185,A,2018-02-10 00:00:00+00,R063-DF0096,Active,R063,R063,1584,R-02,yes,100038914,Old Town Playground,Near Ballfield,1,R,"A, Near Ballfield",161,2283,150.28481564
0101000020E6100000A4B0A41E8D7A52C0E277FFFC676A4440,186,C,2018-01-30 00:00:00+00,X115-DF0208,Active,X115,X115,951,X-04,no,100038369,Mott Playground,"Under Tree, In Shade, In Playground",1,X,"C, Under Tree, In Shade, In Playground",162,1770,94.39862743
0101000020E6100000C686B296D27752C06D49672195604440,187,D,2018-02-19 00:00:00+00,Q122-DF0599,Active,Q122,Q122,2012,Q-03,no,100039445,Junction Playground,Out in Open,1,Q,"D, Out in Open",163,1146,657.14174937
0101000020E61000002BF97A63047C52C0223E985E266D4440,188,E Wheelchair,2018-03-01 00:00:00+00,M009-DF0245,Active,M009,M009,2346,M-12,yes,100039729,Bennett Park,Under Tree,1,M,"E Wheelchair, Under Tree",164,2935,369.49602952
0101000020E6100000C930C405D17B52C0A478923DCB624440,189,A,2018-01-25 00:00:00+00,Q226-DF0042,Active,Q226,Q226,587,Q-01,no,100037944,Hallets Cove Playground,In Playground,1,Q,"A, In Playground",165,147,55.3553112
0101000020E610000049740A7D947452C03921B26534554440,190,E Wheelchair,2018-05-03 00:00:00+00,Q096E-DF0757,Active,Q096E,Q096E,2757,Q-10,no,100040110,Lefferts Playground,In Playground,1,Q,"E Wheelchair, In Playground",166,1696,713.06828518
