the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000007CCAF680B07352C06EEE81D7B1594440,161,1369,169.56,JM-010,Installed,Type B,Sutphin Boulevard,Archer Avenue,Jamaica Avenue,E,146,470,2365.17299454
0101000020E610000095A08004757C52C042E714B5BA654440,162,1245,119,UM-063,Installed,Type B,E 110 Street,Lexington Avenue,Park Avenue,S,147,432,119.72816683
0101000020E610000092647F69237852C063A301B1675E4440,163,2902,16.66,QWH-053,Installed,Type D,Broadway,Justice Avenue,Queens Boulevard,E,148,704,269.54326562
0101000020E610000070E22B6D587152C0F111E5E9B9614440,164,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,149,721,5901.96142247
0101000020E6100000075E229BFE7B52C0103FBB26EF664440,165,1238,29,UM-056,Installed,Type B,Lexington Avenue,E 125 Street,E 124 Street,E,150,427,235.33496213
0101000020E6100000DFA80233DF7D52C041E85E38F7664440,166,1278,29,UW-017,Installed,Type B,Broadway,W 110 Street,W 111 Street,W,151,445,233.02742166
0101000020E610000080C0AF18738752C0452C69C982504440,167,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,152,678,6367.97133465
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,168,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,153,539,1457.78724147
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,169,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,154,720,1327.83239395
0101000020E61000008535CF27737752C01B477AB851704440,170,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,155,442,1992.32773539
0101000020E6100000861C0EC8447E52C0AE56B09778654440,171,1273,29,UW-012,Installed,Type B,Broadway,W 93 Street,W 94 Street,E,156,444,122.96740349
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,172,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,157,539,2889.62223424
0101000020E6100000572757AD2A7752C0331A4BF59B6A4440,173,1540,80.37,Q44-034,Installed,Type D,Westchester Avenue,Virginia Avenue,White Plains Road,S,158,540,1024.40647125
0101000020E6100000E892BA3A347052C068DD2A39364D4440,174,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,159,300,5875.34374773
0101000020E6100000D05F8219C17952C0908D09989A524440,175,1904,130.3673,FL-005,Installed,Type B,Rockaway Parkway,Glenwood Road,E 98 Street,E,160,613,1332.45127761
0101000020E610000012BE513A988452C0A04C4F35934F4440,176,1795,149.58,NS-022,Installed,Type B,Bay Street,Townsend Avenue,Norwood Avenue,E,161,574,3187.30154694
0101000020E61000008461741AB57A52C035F354B7D36A4440,177,945,36.31,SX-002,Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E,162,292,346.42854375
0101000020E6100000DF3D2964A57752C0822B9005ED5F4440,178,2107,157,CO-011,Installed,Type B,Junction Boulevard,Roosevelt Avenue,38 Avenue,E,163,615,360.57401548
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,179,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,164,307,173.15903334
0101000020E6100000A2B5E82CE37B52C0B6634A5ED1624440,180,2955,21.34,AS-059,Installed,Custom,Astoria Ferry Terminal,,,N,165,735,150.8440066
0101000020E6100000AFDA0EC7C97552C075728DF2C4544440,181,2933,349.78,QWH-043,Installed,Type D,Cross Bay Boulevard,157 Avenue,158 Avenue,E,166,726,2011.26656538
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,182,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,167,89,16.92299939
0101000020E610000060C6C2A2CB7C52C0762E180C69564440,183,25,4,BCM-034,Installed,Type B,Nostrand Avenue,St. Marks Avenue,Prospect Place,E,168,19,149.80842926
0101000020E61000002203F1F7997F52C05AD58F5A114D4440,184,3126,218.4,B82-041,Pending Sign,Type D,Bay Parkway,86 Street,85 Street,W,169,793,1283.31869363
0101000020E6100000AD62BA13007C52C04A44D9BE936C4440,185,1203,119,UM-022,Installed,Type B,W 178 Street,Broadway,Wadsworth Avenue,S,170,415,177.59079898
0101000020E61000008535CF27737752C01B477AB851704440,186,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,171,442,3038.09941146
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,187,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,172,28,968.67999286
0101000020E61000005A47CE34307752C0449B2139F95F4440,188,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,173,301,120.07179076
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,189,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,174,763,1279.97652139
0101000020E6100000F6881A4A3E7452C056E49A23C3594440,190,2378,156.36,JM-033,Installed,Type B,Van Wyck Expressway,89 Avenue,91 Avenue,W,175,638,162.68328057
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,191,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,176,517,1950.62217287
0101000020E610000070E22B6D587152C0F111E5E9B9614440,192,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,177,721,2301.32529579
0101000020E61000008383E1533A7B52C0C6DBB6D923674440,193,1628,29,SX-064,Installed,Type B,Willis Avenue,Bruckner Boulevard,E 132 Street,W,178,550,571.91532815
0101000020E61000004A18E151477A52C048D6FAF8EE6F4440,194,1486,125.18,KB-002,Installed,Type B,W 225 Street,Broadway,Marble Hill Avenue,N,179,520,1376.65416267
0101000020E610000022BA96E2997B52C0D2E2A91F85554440,195,1431,184,B46-005,Removed Sign/Footing (Temporary),Type D,Utica Avenue,Eastern Parkway,Union Street,W,180,493,143.22177302
0101000020E6100000C1A7A465FD7452C025EA576B4D614440,196,3112,71.8912619399,FG-050,Installed,Type B,Roosevelt Avenue,Lippman Plaza,Main Street,N,181,788,206.48266109
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,197,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,182,517,4309.33069184
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,198,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,183,265,748.47840506
0101000020E6100000324254CE217452C0C5391D71BD614440,199,3427,69.9775,FG-057,Pending Blades,Fingerpost,Roosevelt Avenue,150 Street,149 Place,S,184,845,408.55002712
0101000020E61000000F900BF6877F52C09B0A6F524D584440,200,3257,110,DB-078,Pending Sign,Type B,Atlantic Avenue,Court Street,Clinton Street,N,185,832,98.30613905
0101000020E6100000EE904458047D52C01C4BDDC434574440,201,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,186,9,204.17881351
0101000020E61000009FA0EA99877A52C00986232C126C4440,202,1465,119,SX-062,Installed,Type B,E Mount Eden Avenue,Jerome Avenue,Townsend Avenue,N,187,513,576.90060455
0101000020E61000003BFEC594EE7B52C0D686BC84286D4440,203,1201,8.21,UM-020,Installed,Type B,Overlook Terrace,W 184 Street,W 186 Street,E,188,413,174.40791395
0101000020E61000001DE67C0DD87E52C01A6B1DB708634440,204,3196,120,UW-064,Installed,Type B,W 66 Street,Columbus Ave,Broadway,S,189,811,403.3904637
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,205,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,190,517,4290.82248809
0101000020E6100000BD81FFD1FA7E52C0782C59A1865B4440,206,1861,111.4,LM-186,Installed,Type B,Grand Street,Samuel Dickstein Plaza,East Broadway,S,191,604,335.06963561
0101000020E610000069FEE484447A52C0BD0486CD606A4440,207,798,203,X41-021,Sign Held,Type D,Webster Avenue,E 167 Street,E 168 Street,W,192,249,36.27551388
0101000020E6100000DDEDEF42887752C0251D3B87785C4440,208,2905,145.22,QWH-007,Installed,Type D,Woodhaven Boulevard,Penelope Street,Fleet Street,W,193,707,20.22485228
0101000020E61000005F5AD84B467F52C08524D22BE25E4440,209,1842,299,M23-009,Installed,Type D,E 23 Street,Broadway,Madison Avenue,N,194,594,88.04000844
0101000020E610000066A9E6F9477652C0BA3EC31DC25E4440,210,2268,114.08,CO-018,Installed,Type B,Corona Avenue,Horace Harding Expressway,111 Street,N,195,635,922.52270376
0101000020E6100000345624EAC37C52C003074BC545534440,211,3252,355.11,NR-159,Installed,Type B,Nostrand Avenue,Church Avenue,Snyder Avenue,E,196,831,340.82249773
0101000020E610000070E22B6D587152C0F111E5E9B9614440,212,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,197,721,1875.90968978
0101000020E610000076618CAD867852C0DB24A51549554440,213,1018,79.44,EB-001,Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S,198,315,710.77508635
0101000020E61000001DE67C0DD87E52C01A6B1DB708634440,214,3196,120,UW-064,Installed,Type B,W 66 Street,Columbus Ave,Broadway,S,199,811,584.44755708
0101000020E61000004902A0E73C7E52C01BBF85EC544D4440,215,3080,97.5,B82-006,Installed,Type D,Kings Highway,McDonald Avenue,Dahill Road,S,200,764,1275.42726148
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,216,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,201,89,16.92299939
0101000020E61000008383E1533A7B52C0C6DBB6D923674440,217,1628,29,SX-064,Installed,Type B,Willis Avenue,Bruckner Boulevard,E 132 Street,W,202,550,589.08619168
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,218,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,203,265,1359.07491753
0101000020E6100000A6B36D7E867F52C0169E0D4F2B5C4440,219,1899,111.4,LM-191,Installed,Type B,Delancey Street,Chrystie Street,Forsyth Street,N,204,612,143.5576544
0101000020E610000064ADBA5A997B52C0E3CB8E511B664440,220,1717,119,UM-100,Pending Sign,Type B,E 120 Street,Pleasant Avenue,Paladino Avenue,N,205,564,263.29656118
0101000020E610000050AADC8D8A7B52C01911A2EA26584440,221,1427,171.4,B46-002,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,W,206,489,169.2665281
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,222,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,207,517,3002.33636969
0101000020E6100000A265AF9D517D52C07970515AEB4D4440,223,562,60.07,NR-121,Installed,Type B,Kings Highway,E 15 Street,E 16 Street,S,208,199,1051.76698318
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,224,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,209,720,1302.97445414
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,225,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,210,28,129.3724709
0101000020E61000006DB5A479E37852C07229A0AA71604440,226,2687,172,JH-023,Installed,Type B,78 Street,34 Avenue,Northern Boulevard,W,211,677,612.46580027
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,227,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,212,307,16.21688246
0101000020E61000008EF8938EC08052C05F01E005635B4440,228,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,213,352,59.31603955
0101000020E6100000C9DDC239737C52C015C48178DF4E4440,229,3083,45.63,B82-010,Sign Held,Type D,Kings Highway,Nostrand Avenue,E 32 Street,S,214,767,473.78169766
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,230,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,215,519,414.73385538
0101000020E610000006EF1359577F52C0087FF45E015E4440,231,3139,299,M14-008,Installed,Type D,E 14 Street,Union Square East,Irving Place,N,216,799,309.65796703
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,232,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,217,316,1341.27406205
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,233,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,218,22,565.6282285
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,234,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,219,265,1026.33771955
0101000020E6100000731CE9CE8D7852C0F23B2201B15F4440,235,1022,81.6,JH-003,Installed,Type A,Roosevelt Avenue,82 Street,83 Street,N,220,317,136.51059497
0101000020E610000099EDCA6B147952C0F1FE1010416E4440,236,799,218,X41-016,Pending Sign,Type D,Webster Avenue,E Fordham Road,E 188 Street,W,221,250,72.85041209
0101000020E610000087DF85B3577452C0F03D44F8EF4A4440,237,2888,237.63,QWH-026,Installed,Type D,Rockaway Beach Boulevard,Beach 96 Street,Beach 95 Street,N,222,697,7.10107463
0101000020E6100000DD5606AC547652C039B556B1EE664440,238,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,223,804,2178.6040575
0101000020E6100000D5339BE2EA7B52C03301BD33FD684440,239,1254,29,UM-071,Installed,Type B,Lenox Avenue,W 145 Street,W 143 Street,E,224,437,114.9151082
0101000020E61000003227AD67997B52C0A49D49B1C1584440,240,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,225,488,909.36601982
0101000020E6100000C260019D457E52C07D5E09158B654440,241,1272,29,UW-011,Installed,Type B,Broadway,W 94 Street,W 93 Street,W,226,443,215.20003079
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,242,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,227,517,1939.4702699
0101000020E6100000DF468A7D2A7D52C094E6041FFF664440,243,3756,119,UM-163,Pending Sign,Type B,W 116 Street,Fredrick Douglas Blvd,Manhattan Avenue,N,228,857,263.8413375
0101000020E6100000C020C12AEA8052C0375CF5F1A95A4440,244,1094,16.41,LM-157,Installed,Type A,Washington Street,Rector Street,Carlisle Street,E,229,349,97.83135754
0101000020E610000076618CAD867852C0DB24A51549554440,245,1018,79.44,EB-001,Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S,230,315,1151.65677677
0101000020E6100000629247786F7D52C060393537F6494440,246,1816,74.32,CI-009,Installed,Type B,Brighton Beach Avenue,Coney Island Avenue,Brighton 7 Street,S,231,581,393.28174178
0101000020E61000007345527F7A8052C06B263058E45C4440,247,578,7.51,HS-132,Installed,Type B,Hudson Street,Spring Street,Dominick Street,E,232,201,202.85405718
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,248,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,233,517,1178.44815474
0101000020E6100000D95B4AF9487F52C0F4F757A1DC5E4440,249,1841,119,M23-026,Installed,Type D,E 23 Street,Broadway,Madison Avenue,S,234,593,127.92079713
0101000020E6100000A14B898EB27E52C02189BD9F56524440,250,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,235,616,652.61250771
0101000020E6100000DD5606AC547652C039B556B1EE664440,251,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,236,804,3317.62159865
0101000020E6100000988D21E0CE7E52C0A9EC9070395C4440,252,2602,21.4,LM-195,Installed,Type A,Pitt Street,E Houston Street,Stanton Street,E,587,651,647.9774705
0101000020E6100000B37E417E5C8052C09A0D1139DF5C4440,253,1411,7.63,LM-181,Installed,Type B,Varick Street,Spring Street,Dominick Street,E,237,486,109.27717779
0101000020E61000005A47CE34307752C0449B2139F95F4440,254,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,238,301,36.07779377
0101000020E610000045C96466D77A52C0164DB444A06A4440,255,1052,29.12,SX-036,Installed,Type B,Grand Concourse,McClellan Street,E 166 Street,W,239,336,166.19901899
0101000020E610000086CF180F427C52C0F957FAFB5F6A4440,256,1461,119,UM-085,Installed,Type A,W 155 Street,St. Nicholas Avenue,Amsterdam Avenue,N,240,511,44.39473778
0101000020E6100000EE904458047D52C01C4BDDC434574440,257,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,241,9,204.17881351
0101000020E6100000E409972A797E52C0151FE411EE634440,258,3227,118.73,UW-069,Installed,Type B,W 77 Street,Columbus Avenue,Central Park West,N,242,826,207.05131823
0101000020E6100000B3CC603FAA7952C04E62AC7D41694440,259,2173,287.59,X6-047,Installed,Type D,E 163 Street,Prospect Avenue,Union Avenue,N,243,631,87.77615177
0101000020E6100000DD5606AC547652C039B556B1EE664440,260,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,244,804,2184.73631002
0101000020E61000002B9C529B5A8252C099A27E96CC514440,261,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,245,730,1542.31371854
0101000020E6100000EE904458047D52C01C4BDDC434574440,262,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,246,9,34.88590032
0101000020E6100000296E7E8E207C52C081627B9A816C4440,263,1204,16.95,UM-023,Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E,247,416,180.78060174
0101000020E6100000898EDF6D487C52C08F8A9C1D3A664440,264,1246,119,UM-064,Installed,Type B,E 116 Street,Lexington Avenue,Park Avenue,S,248,433,144.60351003
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,265,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,249,518,1001.70714061
0101000020E61000004DC41035DE8052C07E10A63324574440,266,2950,44.83,SB-068,Installed,Custom,Red Hook Ferry Terminal,Clinton Wharf,,S,250,731,1088.15917965
0101000020E61000005C82C02A307D52C0B14B21C6C9634440,267,972,119,UE-002,Pending Sign,Type B,E 86 Street,Lexington Avenue,Park Avenue,S,251,304,29.16017822
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,268,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,252,307,156.16009004
0101000020E610000038611B22C07A52C0AA589C436B684440,269,787,52,X41-001,Sign Held,Type D,3 Avenue,E 149 Street,Willis Avenue,E,253,244,344.53307776
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,270,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,254,175,246.37943922
0101000020E6100000036502019D7B52C0C50520B1F6544440,271,1433,4,B46-020,Installed,Type D,Utica Avenue,Empire Boulevard,Montgomery Street,E,255,495,469.98707571
0101000020E610000016A60089407952C0254D442A5A6E4440,272,954,98.97,FR-005,Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N,256,299,854.39487784
0101000020E610000070E22B6D587152C0F111E5E9B9614440,273,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,257,721,1476.87846394
0101000020E61000000C19E6AF317552C0EF64F416C64A4440,274,2946,158,RW-014,Installed,Custom,Beach Channel Drive,Beach 108 Street,Rockaway Freeway,N,258,729,674.72914821
0101000020E61000003227AD67997B52C0A49D49B1C1584440,275,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,259,488,167.74742597
0101000020E61000008E1877C73B7B52C04D27D94CB2674440,276,1057,119.09,SX-041,Installed,Type A,E 138 Street,Alexander Avenue,3 Avenue,S,260,338,119.88856037
0101000020E6100000A2B5E82CE37B52C0B6634A5ED1624440,277,2955,21.34,AS-059,Installed,Custom,Astoria Ferry Terminal,,,N,261,735,985.28024798
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,278,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,262,539,1641.4632395
0101000020E610000070E22B6D587152C0F111E5E9B9614440,279,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,263,721,380.95284657
0101000020E6100000B8D80119EE7A52C0F033FAEAC5694440,280,2181,293.24,X6-055,Installed,Type D,E 161 Street,Sherman Avenue,Sheridan Avenue,N,264,633,58.29747709
0101000020E6100000649394B5FA7D52C04BC43CD95D664440,281,3066,19,UW-054,Installed,Type B,Broadway,W 104 Street,W 103 Street,W,265,759,232.28004458
0101000020E61000008CD7F2F4017F52C06878079B9E494440,282,1490,81.84,CI-003,Installed,Type C,Surf Avenue,W 17 Street,,C,266,521,948.08141623
0101000020E6100000497F00120F7852C0391499CC91624440,283,3237,177.58,CO-030,Installed,Type B,94 Street,Ditmars Boulevard,23 Avenue,E,267,830,825.83762904
0101000020E61000000F900BF6877F52C09B0A6F524D584440,284,3257,110,DB-078,Pending Sign,Type B,Atlantic Avenue,Court Street,Clinton Street,N,268,832,347.0216494
0101000020E610000050AADC8D8A7B52C01911A2EA26584440,285,1427,171.4,B46-002,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,W,269,489,209.98916257
0101000020E61000004061E22C387952C071624C6FEB524440,286,3092,49.5,B82-018,Pending Sign,Type D,Flatlands Avenue,E 105 Street,E 106 Street,S,270,771,1517.8203593
0101000020E6100000192B07FB937B52C0183A7CDC2D544440,287,1435,356.2,B46-019,Pending Sign,Type D,Utica Avenue,Winthrop Street,Clarkson Avenue,E,271,496,115.75224168
0101000020E6100000E2D2F6FACA7A52C02C72DA47A7694440,288,1050,22.27,SX-034,Installed,Type B,Concourse Village East,E 161 Street,E 158 Street,W,272,335,373.17789334
0101000020E61000008D4AE8410B7C52C050619601C24A4440,289,175,267.19,B44-026,Installed,Type D,Emmons Avenue,Nostrand Avenue,Haring Street,N,273,102,1481.82732025
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,290,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,274,720,493.83640424
