the_geom,cartodb_id,cb_link_id,borough,community_board,council_district,latitude,longitude,project_status,smallest_ppt,street_address,postcode,link_site_id,link_smoke_tested_and_activated_a,link_installation_a,neighborhood_tabulation_area_nta,building_identification_number_bin,borough_block_lot_bbl,census_tract_ct,cross_street_1,cross_street_2,ixn_corner,gf_permit_application_id,location,x_coordinate,y_coordinate,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000006B98B30457C52C0F88BD99255694440,74,LINK-013348,Manhattan,110,9,40.822924,-73.941723,Live,119893,2730 FREDERICK DOUGLASS BOULEVARD,10039,mn-10-119893,10/19/16,10/3/16,Central Harlem North-Polo Grounds,1088715,1020310003,1023200,WEST 145 STREET,WEST 146 STREET,NE,,"(40.822924, -73.941723)","1,000,379.30","239,095.96",59,873,9.28147938
0101000020E61000007F85CC95417F52C01841632651554440,75,LINK-021517,Brooklyn,306,39,40.666539,-73.988378,Live,145874,515 5 AVENUE,11215,bk-06-145874,8/22/17,7/20/17,Park Slope-Gowanus,3392322,3010357502,3014100,13 STREET,14 STREET,SE,81827,"(40.66653858, -73.98837832)","987,474.09","182,114.59",60,515,24.90663632
0101000020E61000004D9F1D705D8552C011AAD4EC814C4440,76,LINK-018405,Staten Island,502,50,40.597715,-74.083828,Live,145732,1232 HYLAN BOULEVARD,10305,si-02-145732,2/28/17,2/19/17,Grasmere-Arrochar-Ft. Wadsworth,5047236,5032200006,5006400,PARKINSON AVENUE,BEND,SW,81703,"(40.59771508, -74.08382835)","960,970.35","157,051.26",61,312,4080.491372
0101000020E6100000793A5794127652C05A9BC6F65A5C4440,77,LINK-001129,Queens,406,29,40.721526,-73.844884,Live,124194,107-40 QUEENS BOULEVARD,11375,qu-06-124194,7/10/17,6/3/17,Forest Hills,4312083,4032397501,4071100,70 ROAD,71 AVENUE,SE,,"(40.72152582, -73.84488371)","1,027,246.86","202,185.92",62,1579,45.86592244
0101000020E61000008638D6C56D8752C00D8AE6012C484440,78,LINK-005407,Staten Island,502,50,40.563843,-74.116075,Live,145728,2820 HYLAN BOULEVARD,10306,si-02-145728,2/28/17,12/20/16,Oakwood-Oakwood Beach,5105551,5039830001,5012806,HYLAN BOULEVARD,PRIMROSE PLACE,NE,81419,"(40.563843, -74.116075)","951,998.90","144,721.05",63,792,12438.59098
0101000020E610000067994528B67252C092B245D26E5A4440,79,LINK-001821,Queens,412,27,40.706507,-73.792368,Live,141536,168-03 JAMAICA AVENUE,11432,qu-12-141536,9/28/16,8/18/16,Jamaica,4209645,4097990022,4046000,168 STREET,168 PLACE,NE,,"(40.706507, -73.792368)","1,041,816.70","196,744.26",64,1061,5283.333295
0101000020E6100000C1C8CB9A587C52C082E50819C8594440,80,LINK-010447,Brooklyn,301,34,40.701419,-73.942908,Live,108949,709 BROADWAY,11206,bk-01-108949,8/2/17,3/6/17,East Williamsburg,3331361,3031260006,3049100,DEBEVOISE STREET,GRAHAM AVENUE,NE,,"(40.701419, -73.942908)","1,000,080.18","194,827.48",65,776,136.5555548
0101000020E61000006C425A63D07E52C0213F1BB96E564440,81,LINK-021509,Brooklyn,306,39,40.675254,-73.981469,Live,145895,615 CARROLL STREET,11215,bk-06-145895,9/11/17,7/27/17,Park Slope-Gowanus,3259252,3009590084,3013300,5 AVENUE,4 AVENUE,NW,81819,"(40.675254, -73.981469)","989,390.20","185,290.19",66,170,43.08663039
0101000020E610000063416150A67F52C0B28009DCBA574440,82,LINK-000051,Brooklyn,306,39,40.68539,-73.994526,Live,126392,252 COURT STREET,11231,bk-06-126392,11/21/17,8/10/17,Carroll Gardens-Columbia Street-Red Hook,3336007,3003260037,3006700,KANE STREET,BUTLER STREET,SW,,"(40.68538976, -73.9945262)","985,768.11","188,982.45",67,514,645.6723519
0101000020E61000009A779CA2237952C051A5660FB46E4440,83,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",68,1310,883.1641056
0101000020E61000003885950A2A7D52C0CA6C904946624440,84,LINK-012923,Manhattan,108,5,40.76777,-73.955691,Live,120843,399 EAST 72 STREET,10021,mn-08-120843,1/3/18,9/28/17,Lenox Hill-Roosevelt Island,1045843,1014670001,1012400,1 AVENUE,YORK AVENUE,NE,,"(40.76777013, -73.95569057)","996,523.67","218,999.23",69,21,32.09675475
0101000020E6100000289D4830D57F52C0FAEFC16B97544440,85,LINK-001043,Brooklyn,307,38,40.660871,-73.997387,Live,108701,731 4 AVENUE,11232,bk-07-108701,4/26/17,3/6/17,Sunset Park West,3009586,3006520007,3010100,24 STREET,25 STREET,SE,,"(40.660871, -73.997387)","984,974.96","180,049.53",70,1094,242.399277
0101000020E6100000C7A17E17B67752C082531F48DE5F4440,86,LINK-014407,Queens,404,21,40.748971,-73.870489,Live,111122,95-36 ROOSEVELT AVENUE,11372,qu-04-111122,9/8/17,7/22/17,Elmhurst,4039774,4015930008,4046500,WARREN STREET,95 STREET,SW,,"(40.74897101, -73.8704887)","1,020,134.61","212,173.52",71,1386,671.2844118
0101000020E6100000A4A5F276848552C07E1AF7E6374C4440,87,LINK-001756,Staten Island,502,50,40.595456,-74.08621,Live,125479,1351 HYLAN BOULEVARD,10305,si-02-125479,7/19/18,7/12/18,Old Town-Dongan Hills-South Beach,5048984,5033230001,5009601,OLD TOWN ROAD,DUMONT AVENUE,SW,,"(40.59545604, -74.08620985)","960,308.18","156,228.88",72,330,869.1927397
0101000020E6100000A2B60DA3207A52C0FBCC599F72684440,88,LINK-013042,Bronx,201,8,40.815998,-73.908242,Live,123210,660 WESTCHESTER AVENUE,10455,bx-01-123210,6/26/18,5/17/18,Melrose South-Mott Haven North,2004431,2026230198,2007300,JACKSON AVENUE,TRINITY AVENUE,SW,,"(40.81599771, -73.90824221)","1,009,648.40","236,580.40",73,1219,87.08389964
0101000020E6100000A2B60DA3207A52C0FBCC599F72684440,89,LINK-013042,Bronx,201,8,40.815998,-73.908242,Live,123210,660 WESTCHESTER AVENUE,10455,bx-01-123210,6/26/18,5/17/18,Melrose South-Mott Haven North,2004431,2026230198,2007300,JACKSON AVENUE,TRINITY AVENUE,SW,,"(40.81599771, -73.90824221)","1,009,648.40","236,580.40",74,1219,1694.488384
0101000020E610000095B9F946747F52C0085BECF6595F4440,90,LINK-011008,Manhattan,105,3,40.744933,-73.991472,Live,136609,775 6 AVENUE,10001,mn-05-136609,2/15/18,10/7/17,Midtown-Midtown South,1015042,1008020035,1009500,WEST 26 STREET,WEST 27 STREET,NW,,"(40.74493317, -73.99147237)","986,612.95","210,675.99",75,813,11.97305271
0101000020E610000073DA53724E7C52C0E6AC4F39266B4440,91,LINK-002118,Manhattan,112,7,40.837104,-73.942288,Live,100190,565 WEST 162 STREET,10032,mn-12-100190,3/6/18,11/11/17,Washington Heights South,1062922,1021220048,1024500,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.837104, -73.942288)","1,000,219.52","244,262.15",76,307,107.6272006
0101000020E610000015E29178797F52C02AC93A1C5D554440,92,LINK-021519,Brooklyn,306,39,40.666904,-73.991789,Live,145909,548 4 AVENUE,11215,bk-06-145909,1/5/18,7/15/17,Park Slope-Gowanus,3398113,3010400048,3011700,15 STREET,14 STREET,NW,81829,"(40.666904, -73.991789)","986,527.88","182,247.61",77,1453,94.94143789
0101000020E610000068B0A9F3A87B52C04833164D67534440,93,LINK-011626,Brooklyn,317,45,40.65159,-73.932187,Live,126271,4802 CHURCH AVENUE,11203,bk-17-126271,7/24/18,11/17/17,East Flatbush-Farragut,3102784,3046960001,3086000,EAST 48 STREET,EAST 49 STREET,SE,,"(40.65159, -73.932187)","1,003,066.90","176,675.47",78,912,166.1580006
0101000020E61000009A779CA2237952C051A5660FB46E4440,94,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",79,1310,2199.574696
0101000020E61000004415FE0C6F7852C009168733BF604440,95,LINK-001473,Queens,403,25,40.755835,-73.881778,Live,125399,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,6/28/18,4/28/18,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,,"(40.755835, -73.881778)","1,017,003.23","214,669.87",80,1074,112.1430645
0101000020E61000008597E0D4077D52C052448655BC514440,96,LINK-000022,Brooklyn,317,45,40.63856,-73.953603,Live,126527,1339 FLATBUSH AVENUE,11226,bk-17-126527,5/11/18,12/18/17,Erasmus,3120360,3052110064,3079000,FOSTER STREET,BEDFORD STREET,NE,,"(40.63855961, -73.95360324)","997,126.79","171,924.27",81,970,479.2942101
0101000020E61000002E1EDE73607A52C03FC6DCB5846C4440,97,LINK-019313,Bronx,205,14,40.8478,-73.912137,Live,146095,1750 JEROME AVENUE,10453,bx-05-146095,7/13/18,6/20/18,Mount Hope,2008207,2028500001,2022701,EAST 175 STREET,EAST 176 STREET,NE,82397,"(40.84779956, -73.91213693)","1,008,558.73","248,165.88",82,1564,383.9070682
0101000020E6100000261B0FB6D87C52C0D9B5BDDD92544440,98,LINK-013458,Brooklyn,309,40,40.660732,-73.950727,Live,127021,1106 NOSTRAND AVENUE,11225,bk-09-127021,3/7/17,2/17/17,Prospect Lefferts Gardens-Wingate,3115014,3050330039,3080000,MAPLE STREET,MIDWOOD STREET,SW,,"(40.6607318, -73.95072664)","997,920.60","180,002.65",83,420,18.64265897
0101000020E6100000E15E99B7EA7652C0D15AD1E6385D4440,99,LINK-001134,Queens,406,29,40.728299,-73.858076,Live,124200,98-04 QUEENS BOULEVARD,11374,qu-06-124200,11/30/16,11/5/16,Forest Hills,4072158,4030860007,4071306,65 ROAD,66 AVENUE,SE,,"(40.728299, -73.858076)","1,023,586.08","204,647.39",84,1045,465.4809537
0101000020E610000055DAE21A9F7D52C08656276728524440,100,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",85,62,3354.36598
0101000020E6100000952A51F6967752C0F41ABB44F5604440,101,LINK-014430,Queens,403,21,40.757485,-73.868589,Live,125430,32-52 100 STREET,11369,qu-03-125430,2/28/19,4/28/18,East Elmhurst,4035112,4014290034,4036300,32 AVENUE,NORTHERN BOULEVARD,NW,,"(40.75748463, -73.86858881)","1,020,656.37","215,276.09",86,625,25.77318609
0101000020E6100000CDE847C3297B52C065A54929E8564440,102,LINK-002341,Brooklyn,303,41,40.67896,-73.924424,Live,126646,1874 FULTON STREET,11233,bk-03-126646,11/8/16,10/27/16,Crown Heights North,3048037,3017040004,3029900,BUFFALO AVENUE,HERKIMER STREET,SE,,"(40.67896, -73.924424)","1,005,212.39","186,648.89",87,1639,914.340086
0101000020E6100000BC900E0F617852C080608E1EBF5F4440,103,LINK-011258,Queens,403,21,40.74802,-73.880924,Live,136451,85-05 ROOSEVELT AVENUE,11372,qu-03-136451,10/6/17,8/31/17,Jackson Heights,4036249,4014730045,4027900,85 STREET,86 STREET,NE,,"(40.74801962, -73.88092373)","1,017,243.77","211,822.80",88,1534,228.3484354
0101000020E6100000BEBED6A5467E52C08E90813CBB564440,104,LINK-005725,Brooklyn,306,39,40.677589,-73.973062,Live,145848,162 PARK PLACE,11217,bk-06-145848,4/24/18,6/11/17,Prospect Heights,3024351,3010570005,3016100,7 AVENUE,FLATBUSH AVENUE,SE,81425,"(40.67758878, -73.9730618)","991,721.96","186,141.43",89,1112,27.08742459
0101000020E6100000BE4A3E76177C52C0E7ABE46377594440,105,LINK-000010,Brooklyn,303,36,40.698956,-73.938932,Live,108944,846 BROADWAY,11206,bk-03-108944,9/6/18,4/10/18,Bushwick South,3251257,3015790034,3028501,PARK AVENUE,ELLERY STREET,SW,,"(40.69895576, -73.93893235)","1,001,183.15","193,930.79",90,1449,59.44871895
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,106,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",91,820,1335.445778
0101000020E6100000EC67B114C97752C02504ABEAE55D4440,107,LINK-018137,Queens,404,25,40.733579,-73.871648,Live,145768,90-20 QUEENS BOULEVARD,11373,qu-04-145768,4/14/17,3/4/17,Elmhurst,4457337,4028570074,4047500,57 AVENUE,WOODHAVEN BOULEVARD,SW,81668,"(40.733579, -73.871648)","1,019,821.61","206,565.25",92,487,30.45173532
0101000020E61000009886E123627D52C0EC8502B683534440,108,LINK-018082,Brooklyn,314,40,40.652457,-73.959115,Live,145755,827 FLATBUSH AVENUE,11226,bk-14-145755,4/5/17,3/3/17,Prospect Lefferts Gardens-Wingate,3335776,3050830001,3079602,LINDEN BOULEVARD,CATON AVENUE,NE,81493,"(40.65245679, -73.95911529)","995,594.63","176,986.63",93,1229,236.4240836
0101000020E61000001074B4AA257A52C07C293C6876694440,109,LINK-023349,Bronx,203,17,40.823926,-73.908549,Live,146064,574 EAST 163 STREET,10456,bx-03-146064,5/31/18,2/25/18,Morrisania-Melrose,2004376,2026200025,2014100,3 AVENUE,EAGLE AVENUE,SE,82123,"(40.82392555, -73.90854944)","1,009,560.35","239,468.71",94,1409,1246.542215
0101000020E610000096D05D12677E52C0944C4EED0C654440,110,LINK-001482,Manhattan,107,6,40.789457,-73.975041,Live,121243,215 WEST 88 STREET,10024,mn-07-121243,8/7/17,6/30/17,Upper West Side,1087732,1012367502,1017500,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.78945727, -73.97504101)","991,161.36","226,898.47",95,13,179.8723118
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,111,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",96,399,4984.324166
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,112,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",97,1163,2302.887106
0101000020E610000023A298BC017F52C04981053065584440,113,LINK-001032,Brooklyn,302,33,40.690588,-73.984481,Live,134976,248 DUFFIELD STREET,11201,bk-02-134976,3/7/17,2/13/17,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3413889,3001457501,3001500,FULTON STREET,WILLOUGHBY STREET,NW,,"(40.690588, -73.984481)","988,553.73","190,876.65",98,474,193.2857589
0101000020E6100000753E3C4B907652C0A9F6E978CC584440,114,LINK-021386,Queens,409,32,40.69374,-73.852557,Live,145989,86-56 WOODHAVEN BOULEVARD,11421,qu-09-145989,2/26/18,10/14/17,Woodhaven,4182096,4088700047,4001400,JAMAICA AVENUE,86 DRIVE,SW,81790,"(40.69373978, -73.85255707)","1,025,136.92","192,058.97",99,717,63.35036515
0101000020E61000007097FDBAD37A52C039622D3E05624440,115,LINK-021329,Queens,401,22,40.765785,-73.919173,Live,145934,33-20 30 AVENUE,11103,qu-01-145934,10/9/17,9/16/17,Astoria,4009036,4006250049,4006300,34 STREET,33 STREET,SW,81870,"(40.76578525, -73.919173)","1,006,639.66","218,283.30",100,703,219.7690126
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,116,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",101,820,4189.884828
0101000020E610000030DAE385748652C0AAD6C22CB44B4440,117,LINK-018416,Staten Island,502,50,40.591436,-74.100862,Live,145829,1570 RICHMOND ROAD,10304,si-02-145829,5/25/17,4/10/17,Old Town-Dongan Hills-South Beach,5048650,5033050008,5009602,GARRETSON AVENUE,SEAVIEW AVENUE,MIDBLOCK,81712,"(40.59143558, -74.10086158)","956,237.48","154,768.47",102,1450,4765.178099
0101000020E61000002EFEB627488052C0001E51A1BA534440,118,LINK-021528,Brooklyn,307,38,40.654133,-74.004404,Live,145865,941 4 AVENUE,11232,bk-07-145865,8/23/17,7/15/17,Sunset Park West,3010335,3006970010,3008400,36 STREET,37 STREET,SE,81837,"(40.65413323, -74.00440376)","983,028.08","177,594.79",103,1703,2248.486243
0101000020E6100000AA2B9FE5797E52C003983270405F4440,119,LINK-010832,Manhattan,106,2,40.744154,-73.97619,Live,121433,604 2 AVENUE,10016,mn-06-121433,3/9/18,10/28/17,Murray Hill-Kips Bay,1078843,1009390001,1007000,EAST 33 STREET,EAST 34 STREET,NE,,"(40.744154, -73.97619)","990,847.68","210,392.90",104,406,246.7389958
0101000020E6100000C2C3B46FEE7C52C0AEB6627FD9674440,120,LINK-013381,Manhattan,110,9,40.811325,-73.952053,Live,120621,320 ST. NICHOLAS AVENUE,10027,mn-10-120621,12/20/16,10/29/16,Central Harlem South,1059317,1019520043,1025700,WEST 126 STREET,WEST 125 STREET,SE,,"(40.811325, -73.952053)","997,522.58","234,868.29",105,1812,48.96934995
0101000020E61000003E5A9C31CC7C52C0FE45D098495A4440,121,LINK-010448,Brooklyn,301,34,40.705371,-73.949963,Live,108952,511 BROADWAY,11206,bk-01-108952,2/27/18,11/17/17,East Williamsburg,3325852,3030580100,3051100,UNION AVENUE,BOERUM STREET,MIDBLOCK,,"(40.70537096, -73.94996349)","998,123.05","196,266.10",106,1539,260.7072372
0101000020E6100000D95C35CF117E52C0A9A27895B5654440,122,LINK-003480,Manhattan,107,7,40.794604,-73.969837,Live,120526,755 AMSTERDAM AVENUE,10025,mn-07-120526,10/7/16,8/1/16,Upper West Side,1079453,1018510008,1018100,WEST 97 STREET,WEST 96 STREET,SE,,"(40.794604, -73.969837)","992,601.75","228,774.05",107,1335,102.6482283
0101000020E6100000DEE522BE137952C0C23060C9556E4440,123,LINK-000090,Bronx,207,15,40.861993,-73.89183,Live,119793,385 EAST FORDHAM ROAD,10458,bx-07-119793,6/21/17,8/27/16,Bedford Park-Fordham North,2016327,2032750065,2039901,DECATUR AVENUE,MARION AVENUE,NW,,"(40.86199332, -73.89182996)","1,014,170.59","253,343.49",108,71,1878.158743
0101000020E6100000323B8BDEA97C52C0984EEB36A8694440,124,LINK-001705,Manhattan,109,7,40.825446,-73.947868,Live,100210,501 WEST 145 STREET,10031,mn-09-100210,2/1/17,8/19/16,Hamilton Heights,1061939,1020770029,1022900,AMSTERDAM AVENUE,BROADWAY,NW,,"(40.825446, -73.947868)","998,678.00","240,013.74",109,1832,84.90048376
0101000020E610000003B00111E27E52C017D86322A55D4440,125,LINK-011158,Manhattan,106,2,40.731602,-73.982548,Live,134843,241 1 AVENUE,10003,mn-06-134843,1/3/18,10/7/17,Gramercy,1082156,1009210027,1004800,EAST 14 STREET,EAST 15 STREET,NW,,"(40.73160198, -73.98254791)","989,086.84","205,819.39",110,22,51.58223837
0101000020E6100000A5DC7D8E8F7C52C07A54FCDF11654440,126,LINK-000896,Manhattan,111,8,40.789608,-73.946262,Live,120214,1888 3 AVENUE,10029,mn-11-120214,3/28/16,3/19/16,East Harlem South,1080656,1016300038,1016600,EAST 103 STREET,EAST 102 STREET,SW,,"(40.789608, -73.946262)","999,130.49","226,956.96",111,457,357.6326144
0101000020E61000004E5FCFD72C7E52C07638BA4A77654440,127,LINK-010797,Manhattan,107,6,40.792703,-73.971487,Live,120611,700 AMSTERDAM AVENUE,10025,mn-07-120611,12/20/16,11/2/16,Upper West Side,1033650,1012410036,1017900,WEST 93 STREET,WEST 94 STREET,SW,,"(40.79270287, -73.97148731)","992,145.03","228,081.25",112,112,124.6070074
0101000020E610000055DAE21A9F7D52C08656276728524440,128,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",113,62,669.0044769
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,129,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",114,1163,4109.308701
0101000020E6100000C7A17E17B67752C082531F48DE5F4440,130,LINK-014407,Queens,404,21,40.748971,-73.870489,Live,111122,95-36 ROOSEVELT AVENUE,11372,qu-04-111122,9/8/17,7/22/17,Elmhurst,4039774,4015930008,4046500,WARREN STREET,95 STREET,SW,,"(40.74897101, -73.8704887)","1,020,134.61","212,173.52",115,1386,671.2844118
0101000020E61000003E5A9C31CC7C52C0FE45D098495A4440,131,LINK-010448,Brooklyn,301,34,40.705371,-73.949963,Live,108952,511 BROADWAY,11206,bk-01-108952,2/27/18,11/17/17,East Williamsburg,3325852,3030580100,3051100,UNION AVENUE,BOERUM STREET,MIDBLOCK,,"(40.70537096, -73.94996349)","998,123.05","196,266.10",116,1539,1226.530487
0101000020E61000005704FF5BC97A52C029E78BBD175F4440,132,LINK-001152,Queens,402,26,40.742912,-73.91854,Live,124947,46-02 QUEENS BOULEVARD,11104,qu-02-124947,2/2/17,11/5/16,Hunters Point-Sunnyside-West Maspeth,4533708,4001520007,4023500,46 STREET,47 STREET,SE,,"(40.742912, -73.91854)","1,006,822.75","209,950.00",117,504,26.35365899
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,133,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",118,1163,6922.060259
0101000020E610000052D66F26A67952C04F78094E7D6C4440,134,LINK-013014,Bronx,206,15,40.847574,-73.900766,Live,119378,400 EAST TREMONT AVENUE,10457,bx-06-119378,6/13/17,5/6/17,Mount Hope,2009453,2029000059,2023100,WEBSTER AVENUE,PARK AVENUE,SE,,"(40.8475737, -73.90076644)","1,011,704.65","248,086.95",119,383,76.03143551
0101000020E61000008638D6C56D8752C00D8AE6012C484440,135,LINK-005407,Staten Island,502,50,40.563843,-74.116075,Live,145728,2820 HYLAN BOULEVARD,10306,si-02-145728,2/28/17,12/20/16,Oakwood-Oakwood Beach,5105551,5039830001,5012806,HYLAN BOULEVARD,PRIMROSE PLACE,NE,81419,"(40.563843, -74.116075)","951,998.90","144,721.05",120,792,4693.228206
0101000020E61000002578431A157C52C0B859BC58186C4440,136,LINK-004664,Manhattan,112,10,40.844493,-73.938788,Live,120796,4100 BROADWAY,10032,mn-12-120796,2/25/19,3/19/18,Washington Heights South,1063464,1021410033,1025300,WEST 173 STREET,WEST 172 STREET,SE,,"(40.84449293, -73.93878768)","1,001,186.21","246,954.87",121,433,203.1153663
0101000020E610000019AE0E80B87952C015CAC2D7D75E4440,137,LINK-018149,Queens,402,26,40.740962,-73.901886,Live,145778,63-14 QUEENS BOULEVARD,11377,qu-02-145778,3/28/17,3/4/17,Woodside,4053628,4023247501,4024500,64 STREET,61 STREET,SW,81557,"(40.740962, -73.901886)","1,011,438.41","209,244.28",122,1846,3136.190121
0101000020E6100000D97BF1457B7B52C090847D3B89604440,138,LINK-011536,Queens,401,26,40.754188,-73.929399,Live,125042,36-35 33 STREET,11106,qu-01-125042,3/14/18,12/15/17,Queensbridge-Ravenswood-Long Island City,4007954,4006020008,4005500,37 AVENUE,36 AVENUE,NE,,"(40.75418823, -73.92939864)","1,003,810.49","214,055.68",123,1222,309.397697
